riderID,startTime,endTime,duration,day
6,16:00:00,18:00:00,2,7
7,11:00:00,13:00:00,2,1
7,14:00:00,16:00:00,2,1
7,17:00:00,19:00:00,2,1
7,11:00:00,13:00:00,2,2
7,14:00:00,16:00:00,2,2
7,17:00:00,19:00:00,2,2
7,11:00:00,13:00:00,2,3
7,14:00:00,16:00:00,2,3
7,17:00:00,19:00:00,2,3
7,11:00:00,13:00:00,2,4
7,14:00:00,16:00:00,2,4
7,17:00:00,19:00:00,2,4
7,11:00:00,13:00:00,2,5
7,14:00:00,16:00:00,2,5
7,17:00:00,19:00:00,2,5
7,11:00:00,13:00:00,2,6
7,14:00:00,16:00:00,2,6
7,17:00:00,19:00:00,2,6
7,11:00:00,13:00:00,2,7
7,14:00:00,16:00:00,2,7
7,17:00:00,19:00:00,2,7
8,14:00:00,16:00:00,2,1
8,17:00:00,19:00:00,2,1
8,20:00:00,22:00:00,2,1
8,14:00:00,16:00:00,2,2
8,17:00:00,19:00:00,2,2
8,20:00:00,22:00:00,2,2
8,14:00:00,16:00:00,2,3
8,17:00:00,19:00:00,2,3
8,20:00:00,22:00:00,2,3
8,14:00:00,16:00:00,2,4
8,17:00:00,19:00:00,2,4
8,20:00:00,22:00:00,2,4
8,14:00:00,16:00:00,2,5
8,17:00:00,19:00:00,2,5
8,20:00:00,22:00:00,2,5
8,14:00:00,16:00:00,2,6
8,17:00:00,19:00:00,2,6
8,20:00:00,22:00:00,2,6
8,14:00:00,16:00:00,2,7
8,17:00:00,19:00:00,2,7
8,20:00:00,22:00:00,2,7
9,10:00:00,12:00:00,2,1
9,13:00:00,15:00:00,2,1
9,16:00:00,18:00:00,2,1
9,10:00:00,12:00:00,2,2
9,13:00:00,15:00:00,2,2
9,16:00:00,18:00:00,2,2
9,10:00:00,12:00:00,2,3
9,13:00:00,15:00:00,2,3
9,16:00:00,18:00:00,2,3
9,10:00:00,12:00:00,2,4
9,13:00:00,15:00:00,2,4
9,16:00:00,18:00:00,2,4
9,10:00:00,12:00:00,2,5
9,13:00:00,15:00:00,2,5
9,16:00:00,18:00:00,2,5
9,10:00:00,12:00:00,2,6
9,13:00:00,15:00:00,2,6
9,16:00:00,18:00:00,2,6
9,10:00:00,12:00:00,2,7
9,13:00:00,15:00:00,2,7
9,16:00:00,18:00:00,2,7
10,10:00:00,12:00:00,2,1
10,13:00:00,15:00:00,2,1
10,16:00:00,18:00:00,2,1
10,10:00:00,12:00:00,2,2
10,13:00:00,15:00:00,2,2
10,16:00:00,18:00:00,2,2
10,10:00:00,12:00:00,2,3
10,13:00:00,15:00:00,2,3
10,16:00:00,18:00:00,2,3
10,10:00:00,12:00:00,2,4
10,13:00:00,15:00:00,2,4
10,16:00:00,18:00:00,2,4
10,10:00:00,12:00:00,2,5
10,13:00:00,15:00:00,2,5
10,16:00:00,18:00:00,2,5
10,10:00:00,12:00:00,2,6
10,13:00:00,15:00:00,2,6
10,16:00:00,18:00:00,2,6
10,10:00:00,12:00:00,2,7
10,13:00:00,15:00:00,2,7
10,16:00:00,18:00:00,2,7
11,12:00:00,14:00:00,2,1
11,15:00:00,17:00:00,2,1
11,18:00:00,20:00:00,2,1
11,12:00:00,14:00:00,2,2
11,15:00:00,17:00:00,2,2
11,18:00:00,20:00:00,2,2
11,12:00:00,14:00:00,2,3
11,15:00:00,17:00:00,2,3
11,18:00:00,20:00:00,2,3
11,12:00:00,14:00:00,2,4
11,15:00:00,17:00:00,2,4
11,18:00:00,20:00:00,2,4
11,12:00:00,14:00:00,2,5
11,15:00:00,17:00:00,2,5
11,18:00:00,20:00:00,2,5
11,12:00:00,14:00:00,2,6
11,15:00:00,17:00:00,2,6
11,18:00:00,20:00:00,2,6
11,12:00:00,14:00:00,2,7
11,15:00:00,17:00:00,2,7
11,18:00:00,20:00:00,2,7
12,11:00:00,13:00:00,2,1
12,14:00:00,16:00:00,2,1
12,17:00:00,19:00:00,2,1
12,11:00:00,13:00:00,2,2
12,14:00:00,16:00:00,2,2
12,17:00:00,19:00:00,2,2
12,11:00:00,13:00:00,2,3
12,14:00:00,16:00:00,2,3
12,17:00:00,19:00:00,2,3
12,11:00:00,13:00:00,2,4
12,14:00:00,16:00:00,2,4
12,17:00:00,19:00:00,2,4
12,11:00:00,13:00:00,2,5
12,14:00:00,16:00:00,2,5
12,17:00:00,19:00:00,2,5
12,11:00:00,13:00:00,2,6
12,14:00:00,16:00:00,2,6
12,17:00:00,19:00:00,2,6
12,11:00:00,13:00:00,2,7
12,14:00:00,16:00:00,2,7
12,17:00:00,19:00:00,2,7
13,10:00:00,12:00:00,2,1
13,13:00:00,15:00:00,2,1
13,16:00:00,18:00:00,2,1
13,10:00:00,12:00:00,2,2
13,13:00:00,15:00:00,2,2
13,16:00:00,18:00:00,2,2
13,10:00:00,12:00:00,2,3
13,13:00:00,15:00:00,2,3
13,16:00:00,18:00:00,2,3
13,10:00:00,12:00:00,2,4
13,13:00:00,15:00:00,2,4
13,16:00:00,18:00:00,2,4
13,10:00:00,12:00:00,2,5
13,13:00:00,15:00:00,2,5
13,16:00:00,18:00:00,2,5
13,10:00:00,12:00:00,2,6
13,13:00:00,15:00:00,2,6
13,16:00:00,18:00:00,2,6
13,10:00:00,12:00:00,2,7
13,13:00:00,15:00:00,2,7
13,16:00:00,18:00:00,2,7
14,14:00:00,16:00:00,2,1
14,17:00:00,19:00:00,2,1
14,20:00:00,22:00:00,2,1
14,14:00:00,16:00:00,2,2
14,17:00:00,19:00:00,2,2
14,20:00:00,22:00:00,2,2
14,14:00:00,16:00:00,2,3
14,17:00:00,19:00:00,2,3
14,20:00:00,22:00:00,2,3
14,14:00:00,16:00:00,2,4
14,17:00:00,19:00:00,2,4
14,20:00:00,22:00:00,2,4
14,14:00:00,16:00:00,2,5
14,17:00:00,19:00:00,2,5
14,20:00:00,22:00:00,2,5
14,14:00:00,16:00:00,2,6
14,17:00:00,19:00:00,2,6
14,20:00:00,22:00:00,2,6
14,14:00:00,16:00:00,2,7
14,17:00:00,19:00:00,2,7
14,20:00:00,22:00:00,2,7
15,14:00:00,16:00:00,2,1
15,17:00:00,19:00:00,2,1
15,20:00:00,22:00:00,2,1
15,14:00:00,16:00:00,2,2
15,17:00:00,19:00:00,2,2
15,20:00:00,22:00:00,2,2
15,14:00:00,16:00:00,2,3
15,17:00:00,19:00:00,2,3
15,20:00:00,22:00:00,2,3
15,14:00:00,16:00:00,2,4
15,17:00:00,19:00:00,2,4
15,20:00:00,22:00:00,2,4
15,14:00:00,16:00:00,2,5
15,17:00:00,19:00:00,2,5
15,20:00:00,22:00:00,2,5
15,14:00:00,16:00:00,2,6
15,17:00:00,19:00:00,2,6
15,20:00:00,22:00:00,2,6
15,14:00:00,16:00:00,2,7
15,17:00:00,19:00:00,2,7
15,20:00:00,22:00:00,2,7
16,12:00:00,14:00:00,2,1
16,15:00:00,17:00:00,2,1
16,18:00:00,20:00:00,2,1
16,12:00:00,14:00:00,2,2
16,15:00:00,17:00:00,2,2
16,18:00:00,20:00:00,2,2
16,12:00:00,14:00:00,2,3
16,15:00:00,17:00:00,2,3
16,18:00:00,20:00:00,2,3
16,12:00:00,14:00:00,2,4
16,15:00:00,17:00:00,2,4
16,18:00:00,20:00:00,2,4
16,12:00:00,14:00:00,2,5
16,15:00:00,17:00:00,2,5
16,18:00:00,20:00:00,2,5
16,12:00:00,14:00:00,2,6
16,15:00:00,17:00:00,2,6
16,18:00:00,20:00:00,2,6
16,12:00:00,14:00:00,2,7
16,15:00:00,17:00:00,2,7
16,18:00:00,20:00:00,2,7
17,10:00:00,12:00:00,2,1
17,13:00:00,15:00:00,2,1
17,16:00:00,18:00:00,2,1
17,10:00:00,12:00:00,2,2
17,13:00:00,15:00:00,2,2
17,16:00:00,18:00:00,2,2
17,10:00:00,12:00:00,2,3
17,13:00:00,15:00:00,2,3
17,16:00:00,18:00:00,2,3
17,10:00:00,12:00:00,2,4
17,13:00:00,15:00:00,2,4
17,16:00:00,18:00:00,2,4
17,10:00:00,12:00:00,2,5
17,13:00:00,15:00:00,2,5
17,16:00:00,18:00:00,2,5
17,10:00:00,12:00:00,2,6
17,13:00:00,15:00:00,2,6
17,16:00:00,18:00:00,2,6
17,10:00:00,12:00:00,2,7
17,13:00:00,15:00:00,2,7
17,16:00:00,18:00:00,2,7
18,13:00:00,15:00:00,2,1
18,16:00:00,18:00:00,2,1
18,19:00:00,21:00:00,2,1
18,13:00:00,15:00:00,2,2
18,16:00:00,18:00:00,2,2
18,19:00:00,21:00:00,2,2
18,13:00:00,15:00:00,2,3
18,16:00:00,18:00:00,2,3
18,19:00:00,21:00:00,2,3
18,13:00:00,15:00:00,2,4
18,16:00:00,18:00:00,2,4
18,19:00:00,21:00:00,2,4
18,13:00:00,15:00:00,2,5
18,16:00:00,18:00:00,2,5
18,19:00:00,21:00:00,2,5
18,13:00:00,15:00:00,2,6
18,16:00:00,18:00:00,2,6
18,19:00:00,21:00:00,2,6
18,13:00:00,15:00:00,2,7
18,16:00:00,18:00:00,2,7
18,19:00:00,21:00:00,2,7
19,12:00:00,14:00:00,2,1
19,15:00:00,17:00:00,2,1
19,18:00:00,20:00:00,2,1
19,12:00:00,14:00:00,2,2
19,15:00:00,17:00:00,2,2
19,18:00:00,20:00:00,2,2
19,12:00:00,14:00:00,2,3
19,15:00:00,17:00:00,2,3
19,18:00:00,20:00:00,2,3
19,12:00:00,14:00:00,2,4
19,15:00:00,17:00:00,2,4
19,18:00:00,20:00:00,2,4
19,12:00:00,14:00:00,2,5
19,15:00:00,17:00:00,2,5
19,18:00:00,20:00:00,2,5
19,12:00:00,14:00:00,2,6
19,15:00:00,17:00:00,2,6
19,18:00:00,20:00:00,2,6
19,12:00:00,14:00:00,2,7
19,15:00:00,17:00:00,2,7
19,18:00:00,20:00:00,2,7
20,11:00:00,13:00:00,2,1
20,14:00:00,16:00:00,2,1
20,17:00:00,19:00:00,2,1
20,11:00:00,13:00:00,2,2
20,14:00:00,16:00:00,2,2
20,17:00:00,19:00:00,2,2
20,11:00:00,13:00:00,2,3
20,14:00:00,16:00:00,2,3
20,17:00:00,19:00:00,2,3
20,11:00:00,13:00:00,2,4
20,14:00:00,16:00:00,2,4
20,17:00:00,19:00:00,2,4
20,11:00:00,13:00:00,2,5
20,14:00:00,16:00:00,2,5
20,17:00:00,19:00:00,2,5
20,11:00:00,13:00:00,2,6
20,14:00:00,16:00:00,2,6
20,17:00:00,19:00:00,2,6
20,11:00:00,13:00:00,2,7
20,14:00:00,16:00:00,2,7
20,17:00:00,19:00:00,2,7
21,10:00:00,12:00:00,2,1
21,13:00:00,15:00:00,2,1
21,16:00:00,18:00:00,2,1
21,10:00:00,12:00:00,2,2
21,13:00:00,15:00:00,2,2
21,16:00:00,18:00:00,2,2
21,10:00:00,12:00:00,2,3
21,13:00:00,15:00:00,2,3
21,16:00:00,18:00:00,2,3
21,10:00:00,12:00:00,2,4
21,13:00:00,15:00:00,2,4
21,16:00:00,18:00:00,2,4
21,10:00:00,12:00:00,2,5
21,13:00:00,15:00:00,2,5
21,16:00:00,18:00:00,2,5
21,10:00:00,12:00:00,2,6
21,13:00:00,15:00:00,2,6
21,16:00:00,18:00:00,2,6
21,10:00:00,12:00:00,2,7
21,13:00:00,15:00:00,2,7
21,16:00:00,18:00:00,2,7
22,14:00:00,16:00:00,2,1
22,17:00:00,19:00:00,2,1
22,20:00:00,22:00:00,2,1
22,14:00:00,16:00:00,2,2
22,17:00:00,19:00:00,2,2
22,20:00:00,22:00:00,2,2
22,14:00:00,16:00:00,2,3
22,17:00:00,19:00:00,2,3
22,20:00:00,22:00:00,2,3
22,14:00:00,16:00:00,2,4
22,17:00:00,19:00:00,2,4
22,20:00:00,22:00:00,2,4
22,14:00:00,16:00:00,2,5
22,17:00:00,19:00:00,2,5
22,20:00:00,22:00:00,2,5
22,14:00:00,16:00:00,2,6
22,17:00:00,19:00:00,2,6
22,20:00:00,22:00:00,2,6
22,14:00:00,16:00:00,2,7
22,17:00:00,19:00:00,2,7
22,20:00:00,22:00:00,2,7
23,10:00:00,12:00:00,2,1
23,13:00:00,15:00:00,2,1
23,16:00:00,18:00:00,2,1
23,10:00:00,12:00:00,2,2
23,13:00:00,15:00:00,2,2
23,16:00:00,18:00:00,2,2
23,10:00:00,12:00:00,2,3
23,13:00:00,15:00:00,2,3
23,16:00:00,18:00:00,2,3
23,10:00:00,12:00:00,2,4
23,13:00:00,15:00:00,2,4
23,16:00:00,18:00:00,2,4
23,10:00:00,12:00:00,2,5
23,13:00:00,15:00:00,2,5
23,16:00:00,18:00:00,2,5
23,10:00:00,12:00:00,2,6
23,13:00:00,15:00:00,2,6
23,16:00:00,18:00:00,2,6
23,10:00:00,12:00:00,2,7
23,13:00:00,15:00:00,2,7
23,16:00:00,18:00:00,2,7
24,12:00:00,14:00:00,2,1
24,15:00:00,17:00:00,2,1
24,18:00:00,20:00:00,2,1
24,12:00:00,14:00:00,2,2
24,15:00:00,17:00:00,2,2
24,18:00:00,20:00:00,2,2
24,12:00:00,14:00:00,2,3
24,15:00:00,17:00:00,2,3
24,18:00:00,20:00:00,2,3
24,12:00:00,14:00:00,2,4
24,15:00:00,17:00:00,2,4
24,18:00:00,20:00:00,2,4
24,12:00:00,14:00:00,2,5
24,15:00:00,17:00:00,2,5
24,18:00:00,20:00:00,2,5
24,12:00:00,14:00:00,2,6
24,15:00:00,17:00:00,2,6
24,18:00:00,20:00:00,2,6
24,12:00:00,14:00:00,2,7
24,15:00:00,17:00:00,2,7
24,18:00:00,20:00:00,2,7
25,10:00:00,12:00:00,2,1
25,13:00:00,15:00:00,2,1
25,16:00:00,18:00:00,2,1
25,10:00:00,12:00:00,2,2
25,13:00:00,15:00:00,2,2
25,16:00:00,18:00:00,2,2
25,10:00:00,12:00:00,2,3
25,13:00:00,15:00:00,2,3
25,16:00:00,18:00:00,2,3
25,10:00:00,12:00:00,2,4
25,13:00:00,15:00:00,2,4
25,16:00:00,18:00:00,2,4
25,10:00:00,12:00:00,2,5
25,13:00:00,15:00:00,2,5
25,16:00:00,18:00:00,2,5
25,10:00:00,12:00:00,2,6
25,13:00:00,15:00:00,2,6
25,16:00:00,18:00:00,2,6
25,10:00:00,12:00:00,2,7
25,13:00:00,15:00:00,2,7
25,16:00:00,18:00:00,2,7
26,10:00:00,12:00:00,2,1
26,13:00:00,15:00:00,2,1
26,16:00:00,18:00:00,2,1
26,10:00:00,12:00:00,2,2
26,13:00:00,15:00:00,2,2
26,16:00:00,18:00:00,2,2
26,10:00:00,12:00:00,2,3
26,13:00:00,15:00:00,2,3
26,16:00:00,18:00:00,2,3
26,10:00:00,12:00:00,2,4
26,13:00:00,15:00:00,2,4
26,16:00:00,18:00:00,2,4
26,10:00:00,12:00:00,2,5
26,13:00:00,15:00:00,2,5
26,16:00:00,18:00:00,2,5
26,10:00:00,12:00:00,2,6
26,13:00:00,15:00:00,2,6
26,16:00:00,18:00:00,2,6
26,10:00:00,12:00:00,2,7
26,13:00:00,15:00:00,2,7
26,16:00:00,18:00:00,2,7
27,11:00:00,13:00:00,2,1
27,14:00:00,16:00:00,2,1
27,17:00:00,19:00:00,2,1
27,11:00:00,13:00:00,2,2
27,14:00:00,16:00:00,2,2
27,17:00:00,19:00:00,2,2
27,11:00:00,13:00:00,2,3
27,14:00:00,16:00:00,2,3
27,17:00:00,19:00:00,2,3
27,11:00:00,13:00:00,2,4
27,14:00:00,16:00:00,2,4
27,17:00:00,19:00:00,2,4
27,11:00:00,13:00:00,2,5
27,14:00:00,16:00:00,2,5
27,17:00:00,19:00:00,2,5
27,11:00:00,13:00:00,2,6
27,14:00:00,16:00:00,2,6
27,17:00:00,19:00:00,2,6
27,11:00:00,13:00:00,2,7
27,14:00:00,16:00:00,2,7
27,17:00:00,19:00:00,2,7
28,11:00:00,13:00:00,2,1
28,14:00:00,16:00:00,2,1
28,17:00:00,19:00:00,2,1
28,11:00:00,13:00:00,2,2
28,14:00:00,16:00:00,2,2
28,17:00:00,19:00:00,2,2
28,11:00:00,13:00:00,2,3
28,14:00:00,16:00:00,2,3
28,17:00:00,19:00:00,2,3
28,11:00:00,13:00:00,2,4
28,14:00:00,16:00:00,2,4
28,17:00:00,19:00:00,2,4
28,11:00:00,13:00:00,2,5
28,14:00:00,16:00:00,2,5
28,17:00:00,19:00:00,2,5
28,11:00:00,13:00:00,2,6
28,14:00:00,16:00:00,2,6
28,17:00:00,19:00:00,2,6
28,11:00:00,13:00:00,2,7
28,14:00:00,16:00:00,2,7
28,17:00:00,19:00:00,2,7
29,13:00:00,15:00:00,2,1
29,16:00:00,18:00:00,2,1
29,19:00:00,21:00:00,2,1
29,13:00:00,15:00:00,2,2
29,16:00:00,18:00:00,2,2
29,19:00:00,21:00:00,2,2
29,13:00:00,15:00:00,2,3
29,16:00:00,18:00:00,2,3
29,19:00:00,21:00:00,2,3
29,13:00:00,15:00:00,2,4
29,16:00:00,18:00:00,2,4
29,19:00:00,21:00:00,2,4
29,13:00:00,15:00:00,2,5
29,16:00:00,18:00:00,2,5
29,19:00:00,21:00:00,2,5
29,13:00:00,15:00:00,2,6
29,16:00:00,18:00:00,2,6
29,19:00:00,21:00:00,2,6
29,13:00:00,15:00:00,2,7
29,16:00:00,18:00:00,2,7
29,19:00:00,21:00:00,2,7
30,12:00:00,14:00:00,2,1
30,15:00:00,17:00:00,2,1
30,18:00:00,20:00:00,2,1
30,12:00:00,14:00:00,2,2
30,15:00:00,17:00:00,2,2
30,18:00:00,20:00:00,2,2
30,12:00:00,14:00:00,2,3
30,15:00:00,17:00:00,2,3
30,18:00:00,20:00:00,2,3
30,12:00:00,14:00:00,2,4
30,15:00:00,17:00:00,2,4
30,18:00:00,20:00:00,2,4
30,12:00:00,14:00:00,2,5
30,15:00:00,17:00:00,2,5
30,18:00:00,20:00:00,2,5
30,12:00:00,14:00:00,2,6
30,15:00:00,17:00:00,2,6
30,18:00:00,20:00:00,2,6
30,12:00:00,14:00:00,2,7
30,15:00:00,17:00:00,2,7
30,18:00:00,20:00:00,2,7
31,13:00:00,15:00:00,2,1
31,16:00:00,18:00:00,2,1
31,19:00:00,21:00:00,2,1
31,13:00:00,15:00:00,2,2
31,16:00:00,18:00:00,2,2
31,19:00:00,21:00:00,2,2
31,13:00:00,15:00:00,2,3
31,16:00:00,18:00:00,2,3
31,19:00:00,21:00:00,2,3
31,13:00:00,15:00:00,2,4
31,16:00:00,18:00:00,2,4
31,19:00:00,21:00:00,2,4
31,13:00:00,15:00:00,2,5
31,16:00:00,18:00:00,2,5
31,19:00:00,21:00:00,2,5
31,13:00:00,15:00:00,2,6
31,16:00:00,18:00:00,2,6
31,19:00:00,21:00:00,2,6
31,13:00:00,15:00:00,2,7
31,16:00:00,18:00:00,2,7
31,19:00:00,21:00:00,2,7
32,14:00:00,16:00:00,2,1
32,17:00:00,19:00:00,2,1
32,20:00:00,22:00:00,2,1
32,14:00:00,16:00:00,2,2
32,17:00:00,19:00:00,2,2
32,20:00:00,22:00:00,2,2
32,14:00:00,16:00:00,2,3
32,17:00:00,19:00:00,2,3
32,20:00:00,22:00:00,2,3
32,14:00:00,16:00:00,2,4
32,17:00:00,19:00:00,2,4
32,20:00:00,22:00:00,2,4
32,14:00:00,16:00:00,2,5
32,17:00:00,19:00:00,2,5
32,20:00:00,22:00:00,2,5
32,14:00:00,16:00:00,2,6
32,17:00:00,19:00:00,2,6
32,20:00:00,22:00:00,2,6
32,14:00:00,16:00:00,2,7
32,17:00:00,19:00:00,2,7
32,20:00:00,22:00:00,2,7
33,12:00:00,14:00:00,2,1
33,15:00:00,17:00:00,2,1
33,18:00:00,20:00:00,2,1
33,12:00:00,14:00:00,2,2
33,15:00:00,17:00:00,2,2
33,18:00:00,20:00:00,2,2
33,12:00:00,14:00:00,2,3
33,15:00:00,17:00:00,2,3
33,18:00:00,20:00:00,2,3
33,12:00:00,14:00:00,2,4
33,15:00:00,17:00:00,2,4
33,18:00:00,20:00:00,2,4
33,12:00:00,14:00:00,2,5
33,15:00:00,17:00:00,2,5
33,18:00:00,20:00:00,2,5
33,12:00:00,14:00:00,2,6
33,15:00:00,17:00:00,2,6
33,18:00:00,20:00:00,2,6
33,12:00:00,14:00:00,2,7
33,15:00:00,17:00:00,2,7
33,18:00:00,20:00:00,2,7
34,10:00:00,12:00:00,2,1
34,13:00:00,15:00:00,2,1
34,16:00:00,18:00:00,2,1
34,10:00:00,12:00:00,2,2
34,13:00:00,15:00:00,2,2
34,16:00:00,18:00:00,2,2
34,10:00:00,12:00:00,2,3
34,13:00:00,15:00:00,2,3
34,16:00:00,18:00:00,2,3
34,10:00:00,12:00:00,2,4
34,13:00:00,15:00:00,2,4
34,16:00:00,18:00:00,2,4
34,10:00:00,12:00:00,2,5
34,13:00:00,15:00:00,2,5
34,16:00:00,18:00:00,2,5
34,10:00:00,12:00:00,2,6
34,13:00:00,15:00:00,2,6
34,16:00:00,18:00:00,2,6
34,10:00:00,12:00:00,2,7
34,13:00:00,15:00:00,2,7
34,16:00:00,18:00:00,2,7
35,12:00:00,14:00:00,2,1
35,15:00:00,17:00:00,2,1
35,18:00:00,20:00:00,2,1
35,12:00:00,14:00:00,2,2
35,15:00:00,17:00:00,2,2
35,18:00:00,20:00:00,2,2
35,12:00:00,14:00:00,2,3
35,15:00:00,17:00:00,2,3
35,18:00:00,20:00:00,2,3
35,12:00:00,14:00:00,2,4
35,15:00:00,17:00:00,2,4
35,18:00:00,20:00:00,2,4
35,12:00:00,14:00:00,2,5
35,15:00:00,17:00:00,2,5
35,18:00:00,20:00:00,2,5
35,12:00:00,14:00:00,2,6
35,15:00:00,17:00:00,2,6
35,18:00:00,20:00:00,2,6
35,12:00:00,14:00:00,2,7
35,15:00:00,17:00:00,2,7
35,18:00:00,20:00:00,2,7
36,12:00:00,14:00:00,2,1
36,15:00:00,17:00:00,2,1
36,18:00:00,20:00:00,2,1
36,12:00:00,14:00:00,2,2
36,15:00:00,17:00:00,2,2
36,18:00:00,20:00:00,2,2
36,12:00:00,14:00:00,2,3
36,15:00:00,17:00:00,2,3
36,18:00:00,20:00:00,2,3
36,12:00:00,14:00:00,2,4
36,15:00:00,17:00:00,2,4
36,18:00:00,20:00:00,2,4
36,12:00:00,14:00:00,2,5
36,15:00:00,17:00:00,2,5
36,18:00:00,20:00:00,2,5
36,12:00:00,14:00:00,2,6
36,15:00:00,17:00:00,2,6
36,18:00:00,20:00:00,2,6
36,12:00:00,14:00:00,2,7
36,15:00:00,17:00:00,2,7
36,18:00:00,20:00:00,2,7
37,14:00:00,16:00:00,2,1
37,17:00:00,19:00:00,2,1
37,20:00:00,22:00:00,2,1
37,14:00:00,16:00:00,2,2
37,17:00:00,19:00:00,2,2
37,20:00:00,22:00:00,2,2
37,14:00:00,16:00:00,2,3
37,17:00:00,19:00:00,2,3
37,20:00:00,22:00:00,2,3
37,14:00:00,16:00:00,2,4
37,17:00:00,19:00:00,2,4
37,20:00:00,22:00:00,2,4
37,14:00:00,16:00:00,2,5
37,17:00:00,19:00:00,2,5
37,20:00:00,22:00:00,2,5
37,14:00:00,16:00:00,2,6
37,17:00:00,19:00:00,2,6
37,20:00:00,22:00:00,2,6
37,14:00:00,16:00:00,2,7
